split,piece_key,composer,title,midi_performance,status,alignment_csv,rejected_csv,candidates_csv,alignment_rows,alignment_rejected,candidate_rows,candidate_events,labeled_events,unmatched_events,duration_not_candidate_events,ambiguous_candidate_events,error
train,ChopinEtudes_op_10_1,Chopin,Etudes_op_10_1,Chopin/Etudes_op_10/1/SunY03M.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0496_0512/alignments/Chopin__Etudes_op_10__1__SunY03M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0496_0512/rejected/Chopin__Etudes_op_10__1__SunY03M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0496_0512/candidates/Chopin__Etudes_op_10__1__SunY03M.csv,1328,58,3343,1386,493,58,149,686,
train,ChopinEtudes_op_10_1,Chopin,Etudes_op_10_1,Chopin/Etudes_op_10/1/Terenkova02.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0496_0512/alignments/Chopin__Etudes_op_10__1__Terenkova02.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0496_0512/rejected/Chopin__Etudes_op_10__1__Terenkova02.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0496_0512/candidates/Chopin__Etudes_op_10__1__Terenkova02.csv,1304,105,3155,1409,621,105,129,554,
train,ChopinEtudes_op_10_1,Chopin,Etudes_op_10_1,Chopin/Etudes_op_10/1/Tysman02.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0496_0512/alignments/Chopin__Etudes_op_10__1__Tysman02.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0496_0512/rejected/Chopin__Etudes_op_10__1__Tysman02.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0496_0512/candidates/Chopin__Etudes_op_10__1__Tysman02.csv,1324,58,3287,1382,506,58,132,686,
train,ChopinEtudes_op_10_1,Chopin,Etudes_op_10_1,Chopin/Etudes_op_10/1/Verbaite02.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0496_0512/alignments/Chopin__Etudes_op_10__1__Verbaite02.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0496_0512/rejected/Chopin__Etudes_op_10__1__Verbaite02.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0496_0512/candidates/Chopin__Etudes_op_10__1__Verbaite02.csv,1295,132,3054,1427,628,132,123,544,
train,ChopinEtudes_op_10_1,Chopin,Etudes_op_10_1,Chopin/Etudes_op_10/1/YeF03M.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0496_0512/alignments/Chopin__Etudes_op_10__1__YeF03M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0496_0512/rejected/Chopin__Etudes_op_10__1__YeF03M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0496_0512/candidates/Chopin__Etudes_op_10__1__YeF03M.csv,1328,82,3578,1410,442,82,140,746,
train,ChopinEtudes_op_10_1,Chopin,Etudes_op_10_1,Chopin/Etudes_op_10/1/YuP02M.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0496_0512/alignments/Chopin__Etudes_op_10__1__YuP02M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0496_0512/rejected/Chopin__Etudes_op_10__1__YuP02M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0496_0512/candidates/Chopin__Etudes_op_10__1__YuP02M.csv,1332,47,3118,1379,562,47,130,640,
train,ChopinEtudes_op_10_1,Chopin,Etudes_op_10_1,Chopin/Etudes_op_10/1/Zhdanov02.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0512_0528/alignments/Chopin__Etudes_op_10__1__Zhdanov02.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0512_0528/rejected/Chopin__Etudes_op_10__1__Zhdanov02.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0512_0528/candidates/Chopin__Etudes_op_10__1__Zhdanov02.csv,1330,55,3412,1385,462,55,135,733,
train,ChopinEtudes_op_10_1,Chopin,Etudes_op_10_1,Chopin/Etudes_op_10/1/Zukiewicz02.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0512_0528/alignments/Chopin__Etudes_op_10__1__Zukiewicz02.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0512_0528/rejected/Chopin__Etudes_op_10__1__Zukiewicz02.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0512_0528/candidates/Chopin__Etudes_op_10__1__Zukiewicz02.csv,1323,98,3055,1421,616,98,129,578,
train,ChopinEtudes_op_10_10,Chopin,Etudes_op_10_10,Chopin/Etudes_op_10/10/Na_2009_02.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0512_0528/alignments/Chopin__Etudes_op_10__10__Na_2009_02.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0512_0528/rejected/Chopin__Etudes_op_10__10__Na_2009_02.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0512_0528/candidates/Chopin__Etudes_op_10__10__Na_2009_02.csv,87,2164,5845,2251,30,2164,49,8,
train,ChopinEtudes_op_10_10,Chopin,Etudes_op_10_10,Chopin/Etudes_op_10/10/WangH02M.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0512_0528/alignments/Chopin__Etudes_op_10__10__WangH02M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0512_0528/rejected/Chopin__Etudes_op_10__10__WangH02M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0512_0528/candidates/Chopin__Etudes_op_10__10__WangH02M.csv,92,2140,5415,2232,27,2140,57,8,
train,ChopinEtudes_op_10_10,Chopin,Etudes_op_10_10,Chopin/Etudes_op_10/10/Wilshire02.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0512_0528/alignments/Chopin__Etudes_op_10__10__Wilshire02.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0512_0528/rejected/Chopin__Etudes_op_10__10__Wilshire02.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0512_0528/candidates/Chopin__Etudes_op_10__10__Wilshire02.csv,88,2176,6052,2264,19,2176,61,8,
train,ChopinEtudes_op_10_10,Chopin,Etudes_op_10_10,Chopin/Etudes_op_10/10/Yanagitani02.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0512_0528/alignments/Chopin__Etudes_op_10__10__Yanagitani02.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0512_0528/rejected/Chopin__Etudes_op_10__10__Yanagitani02.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0512_0528/candidates/Chopin__Etudes_op_10__10__Yanagitani02.csv,91,2149,5900,2240,30,2149,50,11,
validation,ChopinEtudes_op_10_12,Chopin,Etudes_op_10_12,Chopin/Etudes_op_10/12/Bult-ItoS04M.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0512_0528/alignments/Chopin__Etudes_op_10__12__Bult-ItoS04M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0512_0528/rejected/Chopin__Etudes_op_10__12__Bult-ItoS04M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0512_0528/candidates/Chopin__Etudes_op_10__12__Bult-ItoS04M.csv,2032,79,5627,2111,740,79,252,1040,
validation,ChopinEtudes_op_10_12,Chopin,Etudes_op_10_12,Chopin/Etudes_op_10/12/Floril02.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0512_0528/alignments/Chopin__Etudes_op_10__12__Floril02.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0512_0528/rejected/Chopin__Etudes_op_10__12__Floril02.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0512_0528/candidates/Chopin__Etudes_op_10__12__Floril02.csv,1986,196,5511,2182,710,196,288,988,
validation,ChopinEtudes_op_10_12,Chopin,Etudes_op_10_12,Chopin/Etudes_op_10/12/Gintov02.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0512_0528/alignments/Chopin__Etudes_op_10__12__Gintov02.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0512_0528/rejected/Chopin__Etudes_op_10__12__Gintov02.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0512_0528/candidates/Chopin__Etudes_op_10__12__Gintov02.csv,1987,156,5265,2143,814,156,263,910,
validation,ChopinEtudes_op_10_12,Chopin,Etudes_op_10_12,Chopin/Etudes_op_10/12/Hirata02.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0512_0528/alignments/Chopin__Etudes_op_10__12__Hirata02.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0512_0528/rejected/Chopin__Etudes_op_10__12__Hirata02.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0512_0528/candidates/Chopin__Etudes_op_10__12__Hirata02.csv,2054,66,5215,2120,803,66,276,975,
validation,ChopinEtudes_op_10_12,Chopin,Etudes_op_10_12,Chopin/Etudes_op_10/12/HuNY03M.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0512_0528/alignments/Chopin__Etudes_op_10__12__HuNY03M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0512_0528/rejected/Chopin__Etudes_op_10__12__HuNY03M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0512_0528/candidates/Chopin__Etudes_op_10__12__HuNY03M.csv,2018,106,5496,2124,699,106,205,1114,
validation,ChopinEtudes_op_10_12,Chopin,Etudes_op_10_12,Chopin/Etudes_op_10/12/KimBenjamin04.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0512_0528/alignments/Chopin__Etudes_op_10__12__KimBenjamin04.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0512_0528/rejected/Chopin__Etudes_op_10__12__KimBenjamin04.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0512_0528/candidates/Chopin__Etudes_op_10__12__KimBenjamin04.csv,1985,173,5458,2158,758,173,280,947,
validation,ChopinEtudes_op_10_12,Chopin,Etudes_op_10_12,Chopin/Etudes_op_10/12/LuoJ08M.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0512_0528/alignments/Chopin__Etudes_op_10__12__LuoJ08M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0512_0528/rejected/Chopin__Etudes_op_10__12__LuoJ08M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0512_0528/candidates/Chopin__Etudes_op_10__12__LuoJ08M.csv,2020,104,5455,2124,747,104,245,1028,
validation,ChopinEtudes_op_10_12,Chopin,Etudes_op_10_12,Chopin/Etudes_op_10/12/Mordvinov04.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0512_0528/alignments/Chopin__Etudes_op_10__12__Mordvinov04.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0512_0528/rejected/Chopin__Etudes_op_10__12__Mordvinov04.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0512_0528/candidates/Chopin__Etudes_op_10__12__Mordvinov04.csv,2021,120,5379,2141,776,120,273,972,
validation,ChopinEtudes_op_10_12,Chopin,Etudes_op_10_12,Chopin/Etudes_op_10/12/Na_2006_02.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0512_0528/alignments/Chopin__Etudes_op_10__12__Na_2006_02.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0512_0528/rejected/Chopin__Etudes_op_10__12__Na_2006_02.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0512_0528/candidates/Chopin__Etudes_op_10__12__Na_2006_02.csv,1996,129,5090,2125,826,129,272,898,
validation,ChopinEtudes_op_10_12,Chopin,Etudes_op_10_12,Chopin/Etudes_op_10/12/Staupe02.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0512_0528/alignments/Chopin__Etudes_op_10__12__Staupe02.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0512_0528/rejected/Chopin__Etudes_op_10__12__Staupe02.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0512_0528/candidates/Chopin__Etudes_op_10__12__Staupe02.csv,1990,146,5079,2136,851,144,255,886,
validation,ChopinEtudes_op_10_12,Chopin,Etudes_op_10_12,Chopin/Etudes_op_10/12/WuuE06M.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0528_0544/alignments/Chopin__Etudes_op_10__12__WuuE06M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0528_0544/rejected/Chopin__Etudes_op_10__12__WuuE06M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0528_0544/candidates/Chopin__Etudes_op_10__12__WuuE06M.csv,2039,50,5177,2089,748,50,199,1092,
validation,ChopinEtudes_op_10_12,Chopin,Etudes_op_10_12,Chopin/Etudes_op_10/12/Yarden04.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0528_0544/alignments/Chopin__Etudes_op_10__12__Yarden04.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0528_0544/rejected/Chopin__Etudes_op_10__12__Yarden04.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0528_0544/candidates/Chopin__Etudes_op_10__12__Yarden04.csv,1961,134,4937,2095,775,134,284,902,
validation,ChopinEtudes_op_10_12,Chopin,Etudes_op_10_12,Chopin/Etudes_op_10/12/ZhangYunling02M.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0528_0544/alignments/Chopin__Etudes_op_10__12__ZhangYunling02M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0528_0544/rejected/Chopin__Etudes_op_10__12__ZhangYunling02M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0528_0544/candidates/Chopin__Etudes_op_10__12__ZhangYunling02M.csv,2024,110,5280,2134,778,110,277,969,
test,ChopinEtudes_op_10_2,Chopin,Etudes_op_10_2,Chopin/Etudes_op_10/2/Hebert03M.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0528_0544/alignments/Chopin__Etudes_op_10__2__Hebert03M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0528_0544/rejected/Chopin__Etudes_op_10__2__Hebert03M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0528_0544/candidates/Chopin__Etudes_op_10__2__Hebert03M.csv,1366,25,2823,1391,672,25,235,459,
test,ChopinEtudes_op_10_2,Chopin,Etudes_op_10_2,Chopin/Etudes_op_10/2/JeonH02M.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0528_0544/alignments/Chopin__Etudes_op_10__2__JeonH02M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0528_0544/rejected/Chopin__Etudes_op_10__2__JeonH02M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0528_0544/candidates/Chopin__Etudes_op_10__2__JeonH02M.csv,1359,16,2986,1375,536,16,277,546,
test,ChopinEtudes_op_10_2,Chopin,Etudes_op_10_2,Chopin/Etudes_op_10/2/JiaXin01.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0528_0544/alignments/Chopin__Etudes_op_10__2__JiaXin01.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0528_0544/rejected/Chopin__Etudes_op_10__2__JiaXin01.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0528_0544/candidates/Chopin__Etudes_op_10__2__JiaXin01.csv,1412,24,3253,1436,601,24,248,563,
test,ChopinEtudes_op_10_2,Chopin,Etudes_op_10_2,Chopin/Etudes_op_10/2/KaiRuiR06.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0528_0544/alignments/Chopin__Etudes_op_10__2__KaiRuiR06.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0528_0544/rejected/Chopin__Etudes_op_10__2__KaiRuiR06.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0528_0544/candidates/Chopin__Etudes_op_10__2__KaiRuiR06.csv,1389,29,2759,1418,632,29,274,483,
test,ChopinEtudes_op_10_2,Chopin,Etudes_op_10_2,Chopin/Etudes_op_10/2/Kavalerova02.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0528_0544/alignments/Chopin__Etudes_op_10__2__Kavalerova02.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0528_0544/rejected/Chopin__Etudes_op_10__2__Kavalerova02.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0528_0544/candidates/Chopin__Etudes_op_10__2__Kavalerova02.csv,1334,32,2977,1366,573,32,260,501,
test,ChopinEtudes_op_10_2,Chopin,Etudes_op_10_2,Chopin/Etudes_op_10/2/MERJAN02.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0528_0544/alignments/Chopin__Etudes_op_10__2__MERJAN02.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0528_0544/rejected/Chopin__Etudes_op_10__2__MERJAN02.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0528_0544/candidates/Chopin__Etudes_op_10__2__MERJAN02.csv,1429,38,3430,1467,591,38,238,600,
test,ChopinEtudes_op_10_2,Chopin,Etudes_op_10_2,Chopin/Etudes_op_10/2/ParkJ02.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0528_0544/alignments/Chopin__Etudes_op_10__2__ParkJ02.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0528_0544/rejected/Chopin__Etudes_op_10__2__ParkJ02.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0528_0544/candidates/Chopin__Etudes_op_10__2__ParkJ02.csv,1351,16,2856,1367,555,16,277,519,
test,ChopinEtudes_op_10_2,Chopin,Etudes_op_10_2,Chopin/Etudes_op_10/2/Shi01.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0528_0544/alignments/Chopin__Etudes_op_10__2__Shi01.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0528_0544/rejected/Chopin__Etudes_op_10__2__Shi01.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0528_0544/candidates/Chopin__Etudes_op_10__2__Shi01.csv,1363,10,2953,1373,520,10,274,569,
test,ChopinEtudes_op_10_2,Chopin,Etudes_op_10_2,Chopin/Etudes_op_10/2/Shi02.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0528_0544/alignments/Chopin__Etudes_op_10__2__Shi02.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0528_0544/rejected/Chopin__Etudes_op_10__2__Shi02.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0528_0544/candidates/Chopin__Etudes_op_10__2__Shi02.csv,1351,8,2941,1359,506,8,274,571,
test,ChopinEtudes_op_10_2,Chopin,Etudes_op_10_2,Chopin/Etudes_op_10/2/TOIVIO02.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0528_0544/alignments/Chopin__Etudes_op_10__2__TOIVIO02.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0528_0544/rejected/Chopin__Etudes_op_10__2__TOIVIO02.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0528_0544/candidates/Chopin__Etudes_op_10__2__TOIVIO02.csv,1392,16,3029,1408,541,16,251,600,
