split,piece_key,composer,title,performance_rank_in_piece,performances_in_piece,midi_performance,midi_score,xml_score
test,ChopinEtudes_op_10_2,Chopin,Etudes_op_10_2,10,11,Chopin/Etudes_op_10/2/TOIVIO02.mid,Chopin/Etudes_op_10/2/midi_score.mid,Chopin/Etudes_op_10/2/xml_score.musicxml
test,ChopinEtudes_op_10_2,Chopin,Etudes_op_10_2,11,11,Chopin/Etudes_op_10/2/YeSijing03.mid,Chopin/Etudes_op_10/2/midi_score.mid,Chopin/Etudes_op_10/2/xml_score.musicxml
train,ChopinEtudes_op_10_3,Chopin,Etudes_op_10_3,1,1,Chopin/Etudes_op_10/3/SunMeiting08.mid,Chopin/Etudes_op_10/3/midi_score.mid,Chopin/Etudes_op_10/3/xml_score.musicxml
validation,ChopinEtudes_op_10_4,Chopin,Etudes_op_10_4,1,22,Chopin/Etudes_op_10/4/ADIG02.mid,Chopin/Etudes_op_10/4/midi_score.mid,Chopin/Etudes_op_10/4/xml_score.musicxml
validation,ChopinEtudes_op_10_4,Chopin,Etudes_op_10_4,2,22,Chopin/Etudes_op_10/4/Arciglione04.mid,Chopin/Etudes_op_10/4/midi_score.mid,Chopin/Etudes_op_10/4/xml_score.musicxml
validation,ChopinEtudes_op_10_4,Chopin,Etudes_op_10_4,3,22,Chopin/Etudes_op_10/4/BLINOV03.mid,Chopin/Etudes_op_10/4/midi_score.mid,Chopin/Etudes_op_10/4/xml_score.musicxml
validation,ChopinEtudes_op_10_4,Chopin,Etudes_op_10_4,4,22,Chopin/Etudes_op_10/4/Day02.mid,Chopin/Etudes_op_10/4/midi_score.mid,Chopin/Etudes_op_10/4/xml_score.musicxml
validation,ChopinEtudes_op_10_4,Chopin,Etudes_op_10_4,5,22,Chopin/Etudes_op_10/4/Duepree02.mid,Chopin/Etudes_op_10/4/midi_score.mid,Chopin/Etudes_op_10/4/xml_score.musicxml
validation,ChopinEtudes_op_10_4,Chopin,Etudes_op_10_4,6,22,Chopin/Etudes_op_10/4/Duepree06M.mid,Chopin/Etudes_op_10/4/midi_score.mid,Chopin/Etudes_op_10/4/xml_score.musicxml
validation,ChopinEtudes_op_10_4,Chopin,Etudes_op_10_4,7,22,Chopin/Etudes_op_10/4/Dulu02.mid,Chopin/Etudes_op_10/4/midi_score.mid,Chopin/Etudes_op_10/4/xml_score.musicxml
validation,ChopinEtudes_op_10_4,Chopin,Etudes_op_10_4,8,22,Chopin/Etudes_op_10/4/EVSTIO02.mid,Chopin/Etudes_op_10/4/midi_score.mid,Chopin/Etudes_op_10/4/xml_score.musicxml
validation,ChopinEtudes_op_10_4,Chopin,Etudes_op_10_4,9,22,Chopin/Etudes_op_10/4/Fung02.mid,Chopin/Etudes_op_10/4/midi_score.mid,Chopin/Etudes_op_10/4/xml_score.musicxml
validation,ChopinEtudes_op_10_4,Chopin,Etudes_op_10_4,10,22,Chopin/Etudes_op_10/4/GORDEL02.mid,Chopin/Etudes_op_10/4/midi_score.mid,Chopin/Etudes_op_10/4/xml_score.musicxml
validation,ChopinEtudes_op_10_4,Chopin,Etudes_op_10_4,11,22,Chopin/Etudes_op_10/4/JiaRan_2009_02.mid,Chopin/Etudes_op_10/4/midi_score.mid,Chopin/Etudes_op_10/4/xml_score.musicxml
validation,ChopinEtudes_op_10_4,Chopin,Etudes_op_10_4,12,22,Chopin/Etudes_op_10/4/Katyukova02.mid,Chopin/Etudes_op_10/4/midi_score.mid,Chopin/Etudes_op_10/4/xml_score.musicxml
validation,ChopinEtudes_op_10_4,Chopin,Etudes_op_10_4,13,22,Chopin/Etudes_op_10/4/Knoll03M.mid,Chopin/Etudes_op_10/4/midi_score.mid,Chopin/Etudes_op_10/4/xml_score.musicxml
validation,ChopinEtudes_op_10_4,Chopin,Etudes_op_10_4,14,22,Chopin/Etudes_op_10/4/Kurz03M.mid,Chopin/Etudes_op_10/4/midi_score.mid,Chopin/Etudes_op_10/4/xml_score.musicxml
validation,ChopinEtudes_op_10_4,Chopin,Etudes_op_10_4,15,22,Chopin/Etudes_op_10/4/LeeSH03M.mid,Chopin/Etudes_op_10/4/midi_score.mid,Chopin/Etudes_op_10/4/xml_score.musicxml
validation,ChopinEtudes_op_10_4,Chopin,Etudes_op_10_4,16,22,Chopin/Etudes_op_10/4/MATSUM02.mid,Chopin/Etudes_op_10/4/midi_score.mid,Chopin/Etudes_op_10/4/xml_score.musicxml
validation,ChopinEtudes_op_10_4,Chopin,Etudes_op_10_4,17,22,Chopin/Etudes_op_10/4/Richardson_2013_03M.mid,Chopin/Etudes_op_10/4/midi_score.mid,Chopin/Etudes_op_10/4/xml_score.musicxml
validation,ChopinEtudes_op_10_4,Chopin,Etudes_op_10_4,18,22,Chopin/Etudes_op_10/4/Sladek03M.mid,Chopin/Etudes_op_10/4/midi_score.mid,Chopin/Etudes_op_10/4/xml_score.musicxml
validation,ChopinEtudes_op_10_4,Chopin,Etudes_op_10_4,19,22,Chopin/Etudes_op_10/4/Yi03M.mid,Chopin/Etudes_op_10/4/midi_score.mid,Chopin/Etudes_op_10/4/xml_score.musicxml
validation,ChopinEtudes_op_10_4,Chopin,Etudes_op_10_4,20,22,Chopin/Etudes_op_10/4/ZhangE03M.mid,Chopin/Etudes_op_10/4/midi_score.mid,Chopin/Etudes_op_10/4/xml_score.musicxml
validation,ChopinEtudes_op_10_4,Chopin,Etudes_op_10_4,21,22,Chopin/Etudes_op_10/4/ZhaoA03M.mid,Chopin/Etudes_op_10/4/midi_score.mid,Chopin/Etudes_op_10/4/xml_score.musicxml
validation,ChopinEtudes_op_10_4,Chopin,Etudes_op_10_4,22,22,Chopin/Etudes_op_10/4/Zuber02.mid,Chopin/Etudes_op_10/4/midi_score.mid,Chopin/Etudes_op_10/4/xml_score.musicxml
train,ChopinEtudes_op_10_5,Chopin,Etudes_op_10_5,1,11,Chopin/Etudes_op_10/5/Bach02.mid,Chopin/Etudes_op_10/5/midi_score.mid,Chopin/Etudes_op_10/5/xml_score.musicxml
train,ChopinEtudes_op_10_5,Chopin,Etudes_op_10_5,2,11,Chopin/Etudes_op_10/5/Feiner_2006_02.mid,Chopin/Etudes_op_10/5/midi_score.mid,Chopin/Etudes_op_10/5/xml_score.musicxml
train,ChopinEtudes_op_10_5,Chopin,Etudes_op_10_5,3,11,Chopin/Etudes_op_10/5/KimEunhae04.mid,Chopin/Etudes_op_10/5/midi_score.mid,Chopin/Etudes_op_10/5/xml_score.musicxml
train,ChopinEtudes_op_10_5,Chopin,Etudes_op_10_5,4,11,Chopin/Etudes_op_10/5/Koshoeva02.mid,Chopin/Etudes_op_10/5/midi_score.mid,Chopin/Etudes_op_10/5/xml_score.musicxml
train,ChopinEtudes_op_10_5,Chopin,Etudes_op_10_5,5,11,Chopin/Etudes_op_10/5/LIAO03.mid,Chopin/Etudes_op_10/5/midi_score.mid,Chopin/Etudes_op_10/5/xml_score.musicxml
train,ChopinEtudes_op_10_5,Chopin,Etudes_op_10_5,6,11,Chopin/Etudes_op_10/5/LiA03M.mid,Chopin/Etudes_op_10/5/midi_score.mid,Chopin/Etudes_op_10/5/xml_score.musicxml
train,ChopinEtudes_op_10_5,Chopin,Etudes_op_10_5,7,11,Chopin/Etudes_op_10/5/LiC02M.mid,Chopin/Etudes_op_10/5/midi_score.mid,Chopin/Etudes_op_10/5/xml_score.musicxml
train,ChopinEtudes_op_10_5,Chopin,Etudes_op_10_5,8,11,Chopin/Etudes_op_10/5/Rozanski03.mid,Chopin/Etudes_op_10/5/midi_score.mid,Chopin/Etudes_op_10/5/xml_score.musicxml
train,ChopinEtudes_op_10_5,Chopin,Etudes_op_10_5,9,11,Chopin/Etudes_op_10/5/Tario02.mid,Chopin/Etudes_op_10/5/midi_score.mid,Chopin/Etudes_op_10/5/xml_score.musicxml
train,ChopinEtudes_op_10_5,Chopin,Etudes_op_10_5,10,11,Chopin/Etudes_op_10/5/USHIKI03.mid,Chopin/Etudes_op_10/5/midi_score.mid,Chopin/Etudes_op_10/5/xml_score.musicxml
train,ChopinEtudes_op_10_5,Chopin,Etudes_op_10_5,11,11,Chopin/Etudes_op_10/5/ZhangW03M.mid,Chopin/Etudes_op_10/5/midi_score.mid,Chopin/Etudes_op_10/5/xml_score.musicxml
train,ChopinEtudes_op_10_7,Chopin,Etudes_op_10_7,1,3,Chopin/Etudes_op_10/7/ChenL02.mid,Chopin/Etudes_op_10/7/midi_score.mid,Chopin/Etudes_op_10/7/xml_score.musicxml
train,ChopinEtudes_op_10_7,Chopin,Etudes_op_10_7,2,3,Chopin/Etudes_op_10/7/Namirovsky02.mid,Chopin/Etudes_op_10/7/midi_score.mid,Chopin/Etudes_op_10/7/xml_score.musicxml
train,ChopinEtudes_op_10_7,Chopin,Etudes_op_10_7,3,3,Chopin/Etudes_op_10/7/SINKEV03.mid,Chopin/Etudes_op_10/7/midi_score.mid,Chopin/Etudes_op_10/7/xml_score.musicxml
validation,ChopinEtudes_op_10_8,Chopin,Etudes_op_10_8,1,28,Chopin/Etudes_op_10/8/BENABD02.mid,Chopin/Etudes_op_10/8/midi_score.mid,Chopin/Etudes_op_10/8/xml_score.musicxml
validation,ChopinEtudes_op_10_8,Chopin,Etudes_op_10_8,2,28,Chopin/Etudes_op_10/8/Benabdallah02.mid,Chopin/Etudes_op_10/8/midi_score.mid,Chopin/Etudes_op_10/8/xml_score.musicxml
validation,ChopinEtudes_op_10_8,Chopin,Etudes_op_10_8,3,28,Chopin/Etudes_op_10/8/CHOE01.mid,Chopin/Etudes_op_10/8/midi_score.mid,Chopin/Etudes_op_10/8/xml_score.musicxml
validation,ChopinEtudes_op_10_8,Chopin,Etudes_op_10_8,4,28,Chopin/Etudes_op_10/8/ChenJie03.mid,Chopin/Etudes_op_10/8/midi_score.mid,Chopin/Etudes_op_10/8/xml_score.musicxml
validation,ChopinEtudes_op_10_8,Chopin,Etudes_op_10_8,5,28,Chopin/Etudes_op_10/8/FONG02.mid,Chopin/Etudes_op_10/8/midi_score.mid,Chopin/Etudes_op_10/8/xml_score.musicxml
validation,ChopinEtudes_op_10_8,Chopin,Etudes_op_10_8,6,28,Chopin/Etudes_op_10/8/Georgieva03.mid,Chopin/Etudes_op_10/8/midi_score.mid,Chopin/Etudes_op_10/8/xml_score.musicxml
validation,ChopinEtudes_op_10_8,Chopin,Etudes_op_10_8,7,28,Chopin/Etudes_op_10/8/IVLEVA02.mid,Chopin/Etudes_op_10/8/midi_score.mid,Chopin/Etudes_op_10/8/xml_score.musicxml
validation,ChopinEtudes_op_10_8,Chopin,Etudes_op_10_8,8,28,Chopin/Etudes_op_10/8/Kwok02.mid,Chopin/Etudes_op_10/8/midi_score.mid,Chopin/Etudes_op_10/8/xml_score.musicxml
validation,ChopinEtudes_op_10_8,Chopin,Etudes_op_10_8,9,28,Chopin/Etudes_op_10/8/KyykhynenT09M.mid,Chopin/Etudes_op_10/8/midi_score.mid,Chopin/Etudes_op_10/8/xml_score.musicxml
validation,ChopinEtudes_op_10_8,Chopin,Etudes_op_10_8,10,28,Chopin/Etudes_op_10/8/LeeEunjin02.mid,Chopin/Etudes_op_10/8/midi_score.mid,Chopin/Etudes_op_10/8/xml_score.musicxml
validation,ChopinEtudes_op_10_8,Chopin,Etudes_op_10_8,11,28,Chopin/Etudes_op_10/8/LeeHwakyu02.mid,Chopin/Etudes_op_10/8/midi_score.mid,Chopin/Etudes_op_10/8/xml_score.musicxml
validation,ChopinEtudes_op_10_8,Chopin,Etudes_op_10_8,12,28,Chopin/Etudes_op_10/8/LeeJisun02.mid,Chopin/Etudes_op_10/8/midi_score.mid,Chopin/Etudes_op_10/8/xml_score.musicxml
validation,ChopinEtudes_op_10_8,Chopin,Etudes_op_10_8,13,28,Chopin/Etudes_op_10/8/LiuLangning02.mid,Chopin/Etudes_op_10/8/midi_score.mid,Chopin/Etudes_op_10/8/xml_score.musicxml
validation,ChopinEtudes_op_10_8,Chopin,Etudes_op_10_8,14,28,Chopin/Etudes_op_10/8/Lou03M.mid,Chopin/Etudes_op_10/8/midi_score.mid,Chopin/Etudes_op_10/8/xml_score.musicxml
validation,ChopinEtudes_op_10_8,Chopin,Etudes_op_10_8,15,28,Chopin/Etudes_op_10/8/LuEric03M.mid,Chopin/Etudes_op_10/8/midi_score.mid,Chopin/Etudes_op_10/8/xml_score.musicxml
validation,ChopinEtudes_op_10_8,Chopin,Etudes_op_10_8,16,28,Chopin/Etudes_op_10/8/Masycheva02.mid,Chopin/Etudes_op_10/8/midi_score.mid,Chopin/Etudes_op_10/8/xml_score.musicxml
validation,ChopinEtudes_op_10_8,Chopin,Etudes_op_10_8,17,28,Chopin/Etudes_op_10/8/MiyashitaM05M.mid,Chopin/Etudes_op_10/8/midi_score.mid,Chopin/Etudes_op_10/8/xml_score.musicxml
validation,ChopinEtudes_op_10_8,Chopin,Etudes_op_10_8,18,28,Chopin/Etudes_op_10/8/ParkH02.mid,Chopin/Etudes_op_10/8/midi_score.mid,Chopin/Etudes_op_10/8/xml_score.musicxml
validation,ChopinEtudes_op_10_8,Chopin,Etudes_op_10_8,19,28,Chopin/Etudes_op_10/8/Rizikov03M.mid,Chopin/Etudes_op_10/8/midi_score.mid,Chopin/Etudes_op_10/8/xml_score.musicxml
validation,ChopinEtudes_op_10_8,Chopin,Etudes_op_10_8,20,28,Chopin/Etudes_op_10/8/SCHU03.mid,Chopin/Etudes_op_10/8/midi_score.mid,Chopin/Etudes_op_10/8/xml_score.musicxml
validation,ChopinEtudes_op_10_8,Chopin,Etudes_op_10_8,21,28,Chopin/Etudes_op_10/8/Sekino03.mid,Chopin/Etudes_op_10/8/midi_score.mid,Chopin/Etudes_op_10/8/xml_score.musicxml
validation,ChopinEtudes_op_10_8,Chopin,Etudes_op_10_8,22,28,Chopin/Etudes_op_10/8/Shilyaev02.mid,Chopin/Etudes_op_10/8/midi_score.mid,Chopin/Etudes_op_10/8/xml_score.musicxml
validation,ChopinEtudes_op_10_8,Chopin,Etudes_op_10_8,23,28,Chopin/Etudes_op_10/8/Soukhovetski02.mid,Chopin/Etudes_op_10/8/midi_score.mid,Chopin/Etudes_op_10/8/xml_score.musicxml
validation,ChopinEtudes_op_10_8,Chopin,Etudes_op_10_8,24,28,Chopin/Etudes_op_10/8/Tak02.mid,Chopin/Etudes_op_10/8/midi_score.mid,Chopin/Etudes_op_10/8/xml_score.musicxml
validation,ChopinEtudes_op_10_8,Chopin,Etudes_op_10_8,25,28,Chopin/Etudes_op_10/8/Tetzloff02.mid,Chopin/Etudes_op_10/8/midi_score.mid,Chopin/Etudes_op_10/8/xml_score.musicxml
validation,ChopinEtudes_op_10_8,Chopin,Etudes_op_10_8,26,28,Chopin/Etudes_op_10/8/Tetzloff07M.mid,Chopin/Etudes_op_10/8/midi_score.mid,Chopin/Etudes_op_10/8/xml_score.musicxml
validation,ChopinEtudes_op_10_8,Chopin,Etudes_op_10_8,27,28,Chopin/Etudes_op_10/8/YOU02.mid,Chopin/Etudes_op_10/8/midi_score.mid,Chopin/Etudes_op_10/8/xml_score.musicxml
validation,ChopinEtudes_op_10_8,Chopin,Etudes_op_10_8,28,28,Chopin/Etudes_op_10/8/Zhou03M.mid,Chopin/Etudes_op_10/8/midi_score.mid,Chopin/Etudes_op_10/8/xml_score.musicxml
train,ChopinEtudes_op_25_1,Chopin,Etudes_op_25_1,1,5,Chopin/Etudes_op_25/1/Erice03.mid,Chopin/Etudes_op_25/1/midi_score.mid,Chopin/Etudes_op_25/1/xml_score.musicxml
train,ChopinEtudes_op_25_1,Chopin,Etudes_op_25_1,2,5,Chopin/Etudes_op_25/1/LeeN03M.mid,Chopin/Etudes_op_25/1/midi_score.mid,Chopin/Etudes_op_25/1/xml_score.musicxml
train,ChopinEtudes_op_25_1,Chopin,Etudes_op_25_1,3,5,Chopin/Etudes_op_25/1/TongB02M.mid,Chopin/Etudes_op_25/1/midi_score.mid,Chopin/Etudes_op_25/1/xml_score.musicxml
train,ChopinEtudes_op_25_1,Chopin,Etudes_op_25_1,4,5,Chopin/Etudes_op_25/1/TuanS04M.mid,Chopin/Etudes_op_25/1/midi_score.mid,Chopin/Etudes_op_25/1/xml_score.musicxml
train,ChopinEtudes_op_25_1,Chopin,Etudes_op_25_1,5,5,Chopin/Etudes_op_25/1/Wong03M.mid,Chopin/Etudes_op_25/1/midi_score.mid,Chopin/Etudes_op_25/1/xml_score.musicxml
train,ChopinEtudes_op_25_10,Chopin,Etudes_op_25_10,1,12,Chopin/Etudes_op_25/10/Ahn02.mid,Chopin/Etudes_op_25/10/midi_score.mid,Chopin/Etudes_op_25/10/xml_score.musicxml
train,ChopinEtudes_op_25_10,Chopin,Etudes_op_25_10,2,12,Chopin/Etudes_op_25/10/DANILO02.mid,Chopin/Etudes_op_25/10/midi_score.mid,Chopin/Etudes_op_25/10/xml_score.musicxml
train,ChopinEtudes_op_25_10,Chopin,Etudes_op_25_10,3,12,Chopin/Etudes_op_25/10/Goh01.mid,Chopin/Etudes_op_25/10/midi_score.mid,Chopin/Etudes_op_25/10/xml_score.musicxml
train,ChopinEtudes_op_25_10,Chopin,Etudes_op_25_10,4,12,Chopin/Etudes_op_25/10/Guo02M.mid,Chopin/Etudes_op_25/10/midi_score.mid,Chopin/Etudes_op_25/10/xml_score.musicxml
train,ChopinEtudes_op_25_10,Chopin,Etudes_op_25_10,5,12,Chopin/Etudes_op_25/10/KorchinskayaKogan03.mid,Chopin/Etudes_op_25/10/midi_score.mid,Chopin/Etudes_op_25/10/xml_score.musicxml
train,ChopinEtudes_op_25_10,Chopin,Etudes_op_25_10,6,12,Chopin/Etudes_op_25/10/McNamara03.mid,Chopin/Etudes_op_25/10/midi_score.mid,Chopin/Etudes_op_25/10/xml_score.musicxml
train,ChopinEtudes_op_25_10,Chopin,Etudes_op_25_10,7,12,Chopin/Etudes_op_25/10/Ozel05M.mid,Chopin/Etudes_op_25/10/midi_score.mid,Chopin/Etudes_op_25/10/xml_score.musicxml
train,ChopinEtudes_op_25_10,Chopin,Etudes_op_25_10,8,12,Chopin/Etudes_op_25/10/Shelest01.mid,Chopin/Etudes_op_25/10/midi_score.mid,Chopin/Etudes_op_25/10/xml_score.musicxml
train,ChopinEtudes_op_25_10,Chopin,Etudes_op_25_10,9,12,Chopin/Etudes_op_25/10/Shybayeva01.mid,Chopin/Etudes_op_25/10/midi_score.mid,Chopin/Etudes_op_25/10/xml_score.musicxml
train,ChopinEtudes_op_25_10,Chopin,Etudes_op_25_10,10,12,Chopin/Etudes_op_25/10/WangA03M.mid,Chopin/Etudes_op_25/10/midi_score.mid,Chopin/Etudes_op_25/10/xml_score.musicxml
train,ChopinEtudes_op_25_10,Chopin,Etudes_op_25_10,11,12,Chopin/Etudes_op_25/10/Zagalskaia03.mid,Chopin/Etudes_op_25/10/midi_score.mid,Chopin/Etudes_op_25/10/xml_score.musicxml
train,ChopinEtudes_op_25_10,Chopin,Etudes_op_25_10,12,12,Chopin/Etudes_op_25/10/Zhao02.mid,Chopin/Etudes_op_25/10/midi_score.mid,Chopin/Etudes_op_25/10/xml_score.musicxml
train,ChopinEtudes_op_25_11,Chopin,Etudes_op_25_11,1,24,Chopin/Etudes_op_25/11/ChenS02.mid,Chopin/Etudes_op_25/11/midi_score.mid,Chopin/Etudes_op_25/11/xml_score.musicxml
train,ChopinEtudes_op_25_11,Chopin,Etudes_op_25_11,2,24,Chopin/Etudes_op_25/11/Gorucan02.mid,Chopin/Etudes_op_25/11/midi_score.mid,Chopin/Etudes_op_25/11/xml_score.musicxml
train,ChopinEtudes_op_25_11,Chopin,Etudes_op_25_11,3,24,Chopin/Etudes_op_25/11/Guzman04.mid,Chopin/Etudes_op_25/11/midi_score.mid,Chopin/Etudes_op_25/11/xml_score.musicxml
train,ChopinEtudes_op_25_11,Chopin,Etudes_op_25_11,4,24,Chopin/Etudes_op_25/11/HouMiao_2009_02.mid,Chopin/Etudes_op_25/11/midi_score.mid,Chopin/Etudes_op_25/11/xml_score.musicxml
train,ChopinEtudes_op_25_11,Chopin,Etudes_op_25_11,5,24,Chopin/Etudes_op_25/11/Huang02.mid,Chopin/Etudes_op_25/11/midi_score.mid,Chopin/Etudes_op_25/11/xml_score.musicxml
train,ChopinEtudes_op_25_11,Chopin,Etudes_op_25_11,6,24,Chopin/Etudes_op_25/11/KOLESO02.mid,Chopin/Etudes_op_25/11/midi_score.mid,Chopin/Etudes_op_25/11/xml_score.musicxml
train,ChopinEtudes_op_25_11,Chopin,Etudes_op_25_11,7,24,Chopin/Etudes_op_25/11/KimSuyeon03M.mid,Chopin/Etudes_op_25/11/midi_score.mid,Chopin/Etudes_op_25/11/xml_score.musicxml
train,ChopinEtudes_op_25_11,Chopin,Etudes_op_25_11,8,24,Chopin/Etudes_op_25/11/Kochetkova02.mid,Chopin/Etudes_op_25/11/midi_score.mid,Chopin/Etudes_op_25/11/xml_score.musicxml
train,ChopinEtudes_op_25_11,Chopin,Etudes_op_25_11,9,24,Chopin/Etudes_op_25/11/Kociuban02.mid,Chopin/Etudes_op_25/11/midi_score.mid,Chopin/Etudes_op_25/11/xml_score.musicxml
train,ChopinEtudes_op_25_11,Chopin,Etudes_op_25_11,10,24,Chopin/Etudes_op_25/11/KyykhynenT10M.mid,Chopin/Etudes_op_25/11/midi_score.mid,Chopin/Etudes_op_25/11/xml_score.musicxml
train,ChopinEtudes_op_25_11,Chopin,Etudes_op_25_11,11,24,Chopin/Etudes_op_25/11/LeeKoeun02.mid,Chopin/Etudes_op_25/11/midi_score.mid,Chopin/Etudes_op_25/11/xml_score.musicxml
train,ChopinEtudes_op_25_11,Chopin,Etudes_op_25_11,12,24,Chopin/Etudes_op_25/11/Lisiecki07M.mid,Chopin/Etudes_op_25/11/midi_score.mid,Chopin/Etudes_op_25/11/xml_score.musicxml
train,ChopinEtudes_op_25_11,Chopin,Etudes_op_25_11,13,24,Chopin/Etudes_op_25/11/MiyashitaM03M.mid,Chopin/Etudes_op_25/11/midi_score.mid,Chopin/Etudes_op_25/11/xml_score.musicxml
train,ChopinEtudes_op_25_11,Chopin,Etudes_op_25_11,14,24,Chopin/Etudes_op_25/11/Richardson_2013_08M.mid,Chopin/Etudes_op_25/11/midi_score.mid,Chopin/Etudes_op_25/11/xml_score.musicxml
train,ChopinEtudes_op_25_11,Chopin,Etudes_op_25_11,15,24,Chopin/Etudes_op_25/11/Richardson_2015_03M.mid,Chopin/Etudes_op_25/11/midi_score.mid,Chopin/Etudes_op_25/11/xml_score.musicxml
train,ChopinEtudes_op_25_11,Chopin,Etudes_op_25_11,16,24,Chopin/Etudes_op_25/11/Seo02.mid,Chopin/Etudes_op_25/11/midi_score.mid,Chopin/Etudes_op_25/11/xml_score.musicxml
train,ChopinEtudes_op_25_11,Chopin,Etudes_op_25_11,17,24,Chopin/Etudes_op_25/11/Sham02M.mid,Chopin/Etudes_op_25/11/midi_score.mid,Chopin/Etudes_op_25/11/xml_score.musicxml
train,ChopinEtudes_op_25_11,Chopin,Etudes_op_25_11,18,24,Chopin/Etudes_op_25/11/Shychko03M.mid,Chopin/Etudes_op_25/11/midi_score.mid,Chopin/Etudes_op_25/11/xml_score.musicxml
train,ChopinEtudes_op_25_11,Chopin,Etudes_op_25_11,19,24,Chopin/Etudes_op_25/11/Song02M.mid,Chopin/Etudes_op_25/11/midi_score.mid,Chopin/Etudes_op_25/11/xml_score.musicxml
train,ChopinEtudes_op_25_11,Chopin,Etudes_op_25_11,20,24,Chopin/Etudes_op_25/11/SunJay03.mid,Chopin/Etudes_op_25/11/midi_score.mid,Chopin/Etudes_op_25/11/xml_score.musicxml
train,ChopinEtudes_op_25_11,Chopin,Etudes_op_25_11,21,24,Chopin/Etudes_op_25/11/Tan03.mid,Chopin/Etudes_op_25/11/midi_score.mid,Chopin/Etudes_op_25/11/xml_score.musicxml
train,ChopinEtudes_op_25_11,Chopin,Etudes_op_25_11,22,24,Chopin/Etudes_op_25/11/Tang03.mid,Chopin/Etudes_op_25/11/midi_score.mid,Chopin/Etudes_op_25/11/xml_score.musicxml
train,ChopinEtudes_op_25_11,Chopin,Etudes_op_25_11,23,24,Chopin/Etudes_op_25/11/WangA02M.mid,Chopin/Etudes_op_25/11/midi_score.mid,Chopin/Etudes_op_25/11/xml_score.musicxml
train,ChopinEtudes_op_25_11,Chopin,Etudes_op_25_11,24,24,Chopin/Etudes_op_25/11/WangV02.mid,Chopin/Etudes_op_25/11/midi_score.mid,Chopin/Etudes_op_25/11/xml_score.musicxml
train,ChopinEtudes_op_25_12,Chopin,Etudes_op_25_12,1,9,Chopin/Etudes_op_25/12/Atzinger03.mid,Chopin/Etudes_op_25/12/midi_score.mid,Chopin/Etudes_op_25/12/xml_score.musicxml
train,ChopinEtudes_op_25_12,Chopin,Etudes_op_25_12,2,9,Chopin/Etudes_op_25/12/BorickC04M.mid,Chopin/Etudes_op_25/12/midi_score.mid,Chopin/Etudes_op_25/12/xml_score.musicxml
train,ChopinEtudes_op_25_12,Chopin,Etudes_op_25_12,3,9,Chopin/Etudes_op_25/12/Golubeva02.mid,Chopin/Etudes_op_25/12/midi_score.mid,Chopin/Etudes_op_25/12/xml_score.musicxml
train,ChopinEtudes_op_25_12,Chopin,Etudes_op_25_12,4,9,Chopin/Etudes_op_25/12/HouKimberly03M.mid,Chopin/Etudes_op_25/12/midi_score.mid,Chopin/Etudes_op_25/12/xml_score.musicxml
train,ChopinEtudes_op_25_12,Chopin,Etudes_op_25_12,5,9,Chopin/Etudes_op_25/12/KWON03.mid,Chopin/Etudes_op_25/12/midi_score.mid,Chopin/Etudes_op_25/12/xml_score.musicxml
train,ChopinEtudes_op_25_12,Chopin,Etudes_op_25_12,6,9,Chopin/Etudes_op_25/12/Kunz03.mid,Chopin/Etudes_op_25/12/midi_score.mid,Chopin/Etudes_op_25/12/xml_score.musicxml
train,ChopinEtudes_op_25_12,Chopin,Etudes_op_25_12,7,9,Chopin/Etudes_op_25/12/LuA04M.mid,Chopin/Etudes_op_25/12/midi_score.mid,Chopin/Etudes_op_25/12/xml_score.musicxml
train,ChopinEtudes_op_25_12,Chopin,Etudes_op_25_12,8,9,Chopin/Etudes_op_25/12/Meek01.mid,Chopin/Etudes_op_25/12/midi_score.mid,Chopin/Etudes_op_25/12/xml_score.musicxml
train,ChopinEtudes_op_25_12,Chopin,Etudes_op_25_12,9,9,Chopin/Etudes_op_25/12/Yang03.mid,Chopin/Etudes_op_25/12/midi_score.mid,Chopin/Etudes_op_25/12/xml_score.musicxml
train,ChopinEtudes_op_25_2,Chopin,Etudes_op_25_2,1,1,Chopin/Etudes_op_25/2/Karpeyev02.mid,Chopin/Etudes_op_25/2/midi_score.mid,Chopin/Etudes_op_25/2/xml_score.musicxml
train,ChopinEtudes_op_25_4,Chopin,Etudes_op_25_4,1,2,Chopin/Etudes_op_25/4/Taverna02.mid,Chopin/Etudes_op_25/4/midi_score.mid,Chopin/Etudes_op_25/4/xml_score.musicxml
train,ChopinEtudes_op_25_4,Chopin,Etudes_op_25_4,2,2,Chopin/Etudes_op_25/4/UENO02.mid,Chopin/Etudes_op_25/4/midi_score.mid,Chopin/Etudes_op_25/4/xml_score.musicxml
train,ChopinEtudes_op_25_5,Chopin,Etudes_op_25_5,1,2,Chopin/Etudes_op_25/5/Levitsky10M.mid,Chopin/Etudes_op_25/5/midi_score.mid,Chopin/Etudes_op_25/5/xml_score.musicxml
train,ChopinEtudes_op_25_5,Chopin,Etudes_op_25_5,2,2,Chopin/Etudes_op_25/5/OUSSET02.mid,Chopin/Etudes_op_25/5/midi_score.mid,Chopin/Etudes_op_25/5/xml_score.musicxml
